ï»¿"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover â¹  ","No. of Trades  "
"MRF","EQ","20-Sep-2023","1,09,003.95","1,09,000.00","1,09,764.65","1,08,100.00","1,09,700.10","1,09,603.90","1,09,196.72","4,471","48,82,18,513.70","3,079"
"MRF","EQ","21-Sep-2023","1,09,603.90","1,09,017.60","1,09,775.00","1,08,500.00","1,08,500.00","1,08,841.65","1,09,111.38","3,636","39,67,28,983.45","2,338"
"MRF","EQ","22-Sep-2023","1,08,841.65","1,08,500.00","1,09,350.00","1,08,477.05","1,08,520.00","1,08,655.05","1,08,833.90","3,372","36,69,87,902.20","2,224"
"MRF","EQ","25-Sep-2023","1,08,655.05","1,08,999.95","1,09,489.90","1,07,651.00","1,09,044.25","1,09,360.20","1,08,673.21","6,572","71,42,00,332.20","4,125"
"MRF","EQ","26-Sep-2023","1,09,360.20","1,09,300.00","1,09,979.95","1,08,981.45","1,09,920.00","1,09,719.60","1,09,535.42","3,557","38,96,17,474.90","2,451"
"MRF","EQ","27-Sep-2023","1,09,719.60","1,09,719.60","1,10,500.00","1,09,251.90","1,10,009.65","1,10,285.40","1,09,902.04","2,909","31,97,05,025.05","2,026"
"MRF","EQ","28-Sep-2023","1,10,285.40","1,10,112.00","1,10,277.50","1,08,306.10","1,09,000.00","1,08,726.40","1,09,022.03","7,911","86,24,73,246.35","5,317"
"MRF","EQ","29-Sep-2023","1,08,726.40","1,08,725.85","1,09,362.35","1,06,800.00","1,07,384.45","1,07,295.60","1,07,838.94","9,966","1,07,47,22,922.55","6,979"
"MRF","EQ","03-Oct-2023","1,07,295.60","1,08,149.75","1,08,600.60","1,06,551.05","1,08,389.00","1,08,294.45","1,07,589.16","5,523","59,42,14,958.20","3,561"
"MRF","EQ","04-Oct-2023","1,08,294.45","1,08,249.80","1,08,249.80","1,06,441.10","1,06,910.45","1,06,901.40","1,07,290.03","3,710","39,80,46,008.80","2,403"
"MRF","EQ","05-Oct-2023","1,06,901.40","1,07,300.00","1,07,820.00","1,06,583.05","1,06,850.50","1,06,770.50","1,07,001.88","3,120","33,38,45,866.70","2,253"
"MRF","EQ","06-Oct-2023","1,06,770.50","1,07,000.00","1,08,000.00","1,07,000.00","1,07,600.00","1,07,550.25","1,07,565.50","3,580","38,50,84,490.45","2,416"
"MRF","EQ","09-Oct-2023","1,07,550.25","1,07,350.00","1,07,684.55","1,06,405.00","1,07,200.00","1,07,266.95","1,07,154.54","4,229","45,31,56,552.85","2,860"
"MRF","EQ","10-Oct-2023","1,07,266.95","1,07,699.00","1,08,010.55","1,07,001.00","1,07,298.90","1,07,204.10","1,07,526.21","4,103","44,11,80,052.80","2,754"
"MRF","EQ","11-Oct-2023","1,07,204.10","1,07,320.00","1,08,162.70","1,07,298.90","1,07,699.00","1,07,738.15","1,07,823.58","3,534","38,10,48,533.60","2,455"
"MRF","EQ","12-Oct-2023","1,07,738.15","1,08,100.00","1,08,850.00","1,07,910.15","1,08,540.15","1,08,685.25","1,08,465.81","3,311","35,91,30,313.05","2,355"
"MRF","EQ","13-Oct-2023","1,08,685.25","1,08,754.00","1,09,250.00","1,08,300.15","1,09,200.00","1,09,092.75","1,08,889.79","3,150","34,30,02,837.00","1,869"
"MRF","EQ","16-Oct-2023","1,09,092.75","1,08,990.10","1,09,850.00","1,08,320.95","1,09,600.00","1,09,548.45","1,09,308.09","4,661","50,94,84,999.05","3,371"
"MRF","EQ","17-Oct-2023","1,09,548.45","1,10,700.00","1,13,439.30","1,10,611.55","1,10,700.00","1,10,885.75","1,12,197.51","15,221","1,70,77,58,282.95","9,502"
"MRF","EQ","18-Oct-2023","1,10,885.75","1,11,000.00","1,11,099.95","1,09,401.05","1,09,401.05","1,09,672.80","1,10,118.07","5,862","64,55,12,105.70","3,565"
"MRF","EQ","19-Oct-2023","1,09,672.80","1,09,400.50","1,10,149.95","1,08,701.00","1,09,166.15","1,09,575.05","1,09,399.55","5,030","55,02,79,715.75","3,578"
"MRF","EQ","20-Oct-2023","1,09,575.05","1,09,170.10","1,10,046.40","1,08,900.05","1,09,300.00","1,09,504.60","1,09,532.68","3,657","40,05,60,996.85","2,629"
"MRF","EQ","23-Oct-2023","1,09,504.60","1,09,350.00","1,10,400.00","1,08,639.15","1,09,400.00","1,08,977.35","1,09,631.19","9,731","1,06,68,21,073.50","7,298"
"MRF","EQ","25-Oct-2023","1,08,977.35","1,09,299.95","1,09,948.85","1,08,150.00","1,08,889.00","1,08,632.45","1,08,987.96","4,580","49,91,64,857.55","3,312"
"MRF","EQ","26-Oct-2023","1,08,632.45","1,08,700.00","1,08,700.00","1,07,075.95","1,07,227.90","1,07,481.30","1,07,628.41","5,675","61,07,91,250.15","4,072"
"MRF","EQ","27-Oct-2023","1,07,481.30","1,08,279.00","1,08,876.00","1,07,629.35","1,08,000.00","1,08,190.80","1,08,276.50","3,807","41,22,08,641.70","2,523"
"MRF","EQ","30-Oct-2023","1,08,190.80","1,08,190.80","1,09,449.60","1,07,919.45","1,09,188.30","1,09,015.70","1,08,669.95","4,654","50,57,49,938.05","3,111"
"MRF","EQ","31-Oct-2023","1,09,015.70","1,09,499.95","1,09,499.95","1,07,907.10","1,08,500.00","1,08,297.80","1,08,325.30","8,331","90,24,58,108.55","5,262"
"MRF","EQ","01-Nov-2023","1,08,297.80","1,08,500.00","1,09,275.00","1,08,349.80","1,08,527.35","1,08,583.80","1,08,751.76","3,163","34,39,81,824.45","2,325"
"MRF","EQ","02-Nov-2023","1,08,583.80","1,09,500.20","1,10,800.00","1,08,925.00","1,10,356.10","1,10,500.05","1,10,072.05","5,623","61,89,35,116.95","3,742"
"MRF","EQ","03-Nov-2023","1,10,500.05","1,10,749.80","1,11,800.00","1,07,300.00","1,07,800.00","1,07,723.25","1,08,978.32","25,427","2,77,09,91,822.00","17,395"
"MRF","EQ","06-Nov-2023","1,07,723.25","1,08,895.00","1,08,895.00","1,07,103.20","1,07,398.00","1,07,391.85","1,07,787.88","7,716","83,16,91,306.15","5,516"
"MRF","EQ","07-Nov-2023","1,07,391.85","1,08,000.00","1,08,000.00","1,07,008.05","1,07,101.00","1,07,185.40","1,07,393.35","4,702","50,49,63,536.70","3,068"
"MRF","EQ","08-Nov-2023","1,07,185.40","1,07,830.00","1,08,700.00","1,07,330.10","1,08,451.00","1,08,348.10","1,08,269.37","5,787","62,65,54,817.55","3,743"
"MRF","EQ","09-Nov-2023","1,08,348.10","1,08,325.50","1,09,108.95","1,07,774.40","1,08,065.00","1,08,078.20","1,08,387.51","5,103","55,31,01,478.80","3,428"
"MRF","EQ","10-Nov-2023","1,08,078.20","1,08,299.00","1,08,479.90","1,07,338.10","1,08,400.00","1,08,295.70","1,07,918.07","3,311","35,73,16,744.70","2,375"
"MRF","EQ","12-Nov-2023","1,08,295.70","1,08,545.00","1,08,980.00","1,08,000.00","1,08,000.00","1,08,240.60","1,08,436.62","993","10,76,77,565.75","715"
"MRF","EQ","13-Nov-2023","1,08,240.60","1,08,500.00","1,08,500.00","1,07,033.05","1,07,601.00","1,07,637.60","1,07,617.39","6,671","71,79,15,612.75","4,669"
"MRF","EQ","15-Nov-2023","1,07,637.60","1,08,299.00","1,09,510.45","1,07,812.60","1,09,299.95","1,09,379.50","1,08,913.48","6,906","75,21,56,504.45","4,689"
"MRF","EQ","16-Nov-2023","1,09,379.50","1,09,020.00","1,10,500.00","1,09,000.00","1,10,003.50","1,10,298.85","1,10,059.58","5,724","62,99,81,040.40","3,863"
"MRF","EQ","17-Nov-2023","1,10,298.85","1,10,000.00","1,12,599.90","1,09,800.35","1,11,452.40","1,11,475.25","1,11,559.94","11,891","1,32,65,59,290.40","6,959"
"MRF","EQ","20-Nov-2023","1,11,475.25","1,11,339.00","1,11,600.00","1,10,649.95","1,11,269.15","1,11,390.95","1,11,140.18","4,443","49,37,95,840.25","3,227"
"MRF","EQ","21-Nov-2023","1,11,390.95","1,11,400.00","1,11,749.95","1,10,882.70","1,11,365.05","1,11,434.30","1,11,368.81","2,888","32,16,33,118.20","2,040"
"MRF","EQ","22-Nov-2023","1,11,434.30","1,11,002.10","1,11,785.95","1,10,617.55","1,11,010.80","1,11,197.75","1,11,139.05","3,222","35,80,90,029.25","2,492"
"MRF","EQ","23-Nov-2023","1,11,197.75","1,11,200.00","1,11,999.95","1,11,118.00","1,11,340.00","1,11,378.70","1,11,430.49","1,854","20,65,92,136.45","1,434"
"MRF","EQ","24-Nov-2023","1,11,378.70","1,11,000.00","1,11,550.00","1,10,768.15","1,11,315.25","1,11,448.20","1,11,226.87","2,854","31,74,41,492.15","2,003"
"MRF","EQ","28-Nov-2023","1,11,448.20","1,11,400.00","1,11,800.00","1,11,200.00","1,11,501.05","1,11,546.95","1,11,499.55","3,104","34,60,94,616.85","2,444"
"MRF","EQ","29-Nov-2023","1,11,546.95","1,11,600.05","1,12,496.25","1,11,600.05","1,12,199.00","1,12,266.55","1,12,279.75","5,354","60,11,45,759.50","3,868"
"MRF","EQ","30-Nov-2023","1,12,266.55","1,12,200.00","1,12,989.95","1,11,443.20","1,11,500.00","1,11,683.00","1,12,046.84","13,163","1,47,48,72,612.55","7,343"
"MRF","EQ","01-Dec-2023","1,11,683.00","1,11,651.00","1,12,100.00","1,11,110.50","1,11,425.00","1,11,409.30","1,11,476.81","3,677","40,99,00,240.05","2,646"
"MRF","EQ","04-Dec-2023","1,11,409.30","1,12,000.00","1,12,099.85","1,10,856.20","1,11,610.00","1,11,506.65","1,11,443.55","4,689","52,25,58,782.80","3,536"
"MRF","EQ","05-Dec-2023","1,11,506.65","1,11,690.00","1,14,459.00","1,10,985.05","1,13,700.00","1,13,729.85","1,12,673.30","7,340","82,70,22,000.90","5,478"
"MRF","EQ","06-Dec-2023","1,13,729.85","1,13,720.00","1,14,499.95","1,13,450.75","1,14,199.90","1,14,088.85","1,13,925.46","3,569","40,65,99,955.05","2,739"
"MRF","EQ","07-Dec-2023","1,14,088.85","1,14,090.00","1,19,000.00","1,13,844.10","1,17,203.65","1,17,408.55","1,16,952.31","11,242","1,31,47,77,903.65","8,021"
"MRF","EQ","08-Dec-2023","1,17,408.55","1,17,450.00","1,18,099.80","1,17,021.25","1,18,000.00","1,17,949.40","1,17,672.43","7,684","90,41,94,989.00","5,342"
"MRF","EQ","11-Dec-2023","1,17,949.40","1,17,950.00","1,19,600.00","1,17,616.10","1,18,975.00","1,19,050.45","1,18,881.45","9,161","1,08,90,72,939.60","5,984"
"MRF","EQ","12-Dec-2023","1,19,050.45","1,19,050.45","1,20,351.00","1,18,900.00","1,19,007.90","1,19,502.90","1,19,565.47","8,705","1,04,08,17,421.35","5,020"
"MRF","EQ","13-Dec-2023","1,19,502.90","1,19,500.00","1,20,067.95","1,19,146.00","1,19,950.25","1,19,785.25","1,19,628.42","3,862","46,20,04,948.70","2,956"
"MRF","EQ","14-Dec-2023","1,19,785.25","1,19,950.00","1,21,000.00","1,19,550.05","1,20,500.00","1,20,558.80","1,20,120.25","4,276","51,36,34,171.40","3,064"
"MRF","EQ","15-Dec-2023","1,20,558.80","1,20,559.80","1,21,193.35","1,19,851.40","1,20,051.15","1,20,084.05","1,20,305.85","4,857","58,43,25,526.10","3,666"
"MRF","EQ","18-Dec-2023","1,20,084.05","1,20,086.00","1,20,277.00","1,19,312.35","1,19,312.70","1,19,418.65","1,19,628.80","3,968","47,46,87,069.25","2,822"
"MRF","EQ","19-Dec-2023","1,19,418.65","1,19,312.75","1,20,000.00","1,18,567.45","1,18,850.80","1,18,784.60","1,19,160.62","4,139","49,32,05,799.15","3,008"
"MRF","EQ","20-Dec-2023","1,18,784.60","1,19,500.00","1,19,598.05","1,17,000.00","1,17,460.00","1,17,318.95","1,18,394.40","4,608","54,55,61,397.70","3,542"
"MRF","EQ","21-Dec-2023","1,17,318.95","1,17,000.95","1,17,727.95","1,15,500.05","1,17,700.00","1,17,575.20","1,16,792.87","4,166","48,65,59,087.10","3,326"
"MRF","EQ","22-Dec-2023","1,17,575.20","1,19,660.00","1,20,699.95","1,17,900.05","1,19,303.00","1,19,544.30","1,19,603.00","12,705","1,51,95,56,173.40","8,066"
"MRF","EQ","26-Dec-2023","1,19,544.30","1,20,280.00","1,20,499.00","1,19,701.00","1,20,100.05","1,20,269.35","1,20,145.19","2,962","35,58,70,066.60","2,163"
"MRF","EQ","27-Dec-2023","1,20,269.35","1,20,269.35","1,21,343.90","1,20,000.00","1,20,500.00","1,21,038.55","1,20,867.15","4,444","53,71,33,612.90","3,496"
"MRF","EQ","28-Dec-2023","1,21,038.55","1,21,233.00","1,26,630.60","1,21,000.00","1,26,630.60","1,25,861.35","1,24,091.23","13,240","1,64,29,67,899.40","8,470"
"MRF","EQ","29-Dec-2023","1,25,861.35","1,26,100.00","1,30,399.35","1,25,084.65","1,29,300.00","1,29,579.25","1,27,939.82","17,516","2,24,09,93,946.80","11,434"
"MRF","EQ","01-Jan-2024","1,29,579.25","1,29,570.00","1,30,734.35","1,29,000.00","1,29,265.00","1,29,423.55","1,29,770.63","9,043","1,17,35,15,839.90","6,235"
"MRF","EQ","02-Jan-2024","1,29,423.55","1,29,450.00","1,30,269.60","1,27,257.10","1,29,785.00","1,29,992.30","1,29,209.98","8,846","1,14,29,91,494.25","6,713"
"MRF","EQ","03-Jan-2024","1,29,992.30","1,29,740.00","1,30,955.00","1,29,000.00","1,30,451.00","1,30,595.85","1,30,328.31","7,203","93,87,54,789.45","5,060"
"MRF","EQ","04-Jan-2024","1,30,595.85","1,30,500.00","1,31,950.00","1,30,149.00","1,31,899.90","1,31,509.75","1,30,889.01","6,833","89,43,64,620.35","4,690"
"MRF","EQ","05-Jan-2024","1,31,509.75","1,31,600.00","1,33,500.05","1,31,600.00","1,32,401.10","1,32,701.25","1,32,616.10","8,182","1,08,50,64,951.85","5,846"
"MRF","EQ","08-Jan-2024","1,32,701.25","1,33,401.00","1,33,599.95","1,31,200.00","1,31,500.00","1,31,920.60","1,32,235.43","7,613","1,00,67,08,357.10","5,232"
"MRF","EQ","09-Jan-2024","1,31,920.60","1,32,000.00","1,33,100.00","1,31,202.20","1,31,778.40","1,31,692.45","1,32,271.26","5,777","76,41,31,045.40","3,819"
"MRF","EQ","10-Jan-2024","1,31,692.45","1,32,099.00","1,32,199.60","1,30,210.00","1,32,000.00","1,31,828.40","1,31,277.33","5,915","77,65,05,424.25","3,807"
"MRF","EQ","11-Jan-2024","1,31,828.40","1,32,459.00","1,33,625.00","1,32,002.70","1,33,211.90","1,33,368.00","1,33,116.99","4,736","63,04,42,083.75","3,701"
"MRF","EQ","12-Jan-2024","1,33,368.00","1,33,868.00","1,34,639.90","1,32,661.35","1,33,886.00","1,34,351.10","1,33,854.01","6,940","92,89,46,795.45","4,966"
"MRF","EQ","15-Jan-2024","1,34,351.10","1,34,699.00","1,36,799.95","1,33,650.05","1,36,000.00","1,35,951.15","1,35,256.48","8,379","1,13,33,14,037.60","6,243"
"MRF","EQ","16-Jan-2024","1,35,951.15","1,35,215.30","1,37,800.00","1,35,215.30","1,36,684.20","1,36,594.70","1,36,678.88","7,490","1,02,37,24,834.80","5,394"
"MRF","EQ","17-Jan-2024","1,36,594.70","1,36,229.00","1,50,254.15","1,34,000.05","1,34,600.05","1,34,878.30","1,39,664.71","37,455","5,23,11,41,562.05","19,327"
"MRF","EQ","18-Jan-2024","1,34,878.30","1,36,400.00","1,37,949.95","1,33,750.00","1,37,650.00","1,37,587.20","1,36,350.99","14,497","1,97,66,80,307.60","10,479"
"MRF","EQ","19-Jan-2024","1,37,587.20","1,38,995.30","1,39,995.95","1,38,033.35","1,39,344.30","1,39,431.95","1,39,277.68","10,260","1,42,89,89,022.95","7,366"
"MRF","EQ","20-Jan-2024","1,39,431.95","1,40,800.00","1,46,496.15","1,40,222.00","1,45,750.80","1,45,363.35","1,43,916.18","15,816","2,27,61,78,265.25","11,804"
"MRF","EQ","23-Jan-2024","1,45,363.35","1,45,786.00","1,47,849.80","1,39,821.25","1,41,251.00","1,40,997.25","1,43,619.52","22,069","3,16,95,39,170.95","16,933"
"MRF","EQ","24-Jan-2024","1,40,997.25","1,41,900.00","1,41,999.85","1,36,105.25","1,39,500.00","1,39,771.05","1,39,418.60","17,366","2,42,11,43,346.55","14,185"
"MRF","EQ","25-Jan-2024","1,39,771.05","1,40,457.00","1,40,599.95","1,36,133.05","1,36,800.10","1,36,857.95","1,37,323.66","13,504","1,85,44,18,742.75","10,628"
"MRF","EQ","29-Jan-2024","1,36,857.95","1,36,857.15","1,44,150.00","1,36,333.05","1,43,450.00","1,43,873.60","1,41,443.32","26,375","3,73,05,67,579.55","21,217"
"MRF","EQ","30-Jan-2024","1,43,873.60","1,44,650.00","1,44,750.00","1,40,004.00","1,41,076.80","1,40,619.85","1,41,523.92","13,414","1,89,84,01,837.30","11,022"
"MRF","EQ","31-Jan-2024","1,40,619.85","1,41,000.00","1,42,844.95","1,40,500.10","1,42,158.05","1,42,577.40","1,42,124.15","11,634","1,65,34,72,418.35","9,563"
"MRF","EQ","01-Feb-2024","1,42,577.40","1,43,500.00","1,44,350.00","1,41,701.00","1,42,450.00","1,42,477.80","1,43,133.48","12,544","1,79,54,66,430.55","9,979"
"MRF","EQ","02-Feb-2024","1,42,477.80","1,43,000.00","1,43,499.45","1,40,447.30","1,41,000.00","1,40,941.85","1,41,744.51","12,058","1,70,91,55,355.05","9,682"
"MRF","EQ","05-Feb-2024","1,40,941.85","1,42,885.00","1,43,974.35","1,40,411.30","1,41,753.45","1,41,645.75","1,42,049.80","19,822","2,81,57,11,077.05","16,208"
"MRF","EQ","06-Feb-2024","1,41,645.75","1,42,245.00","1,43,600.00","1,41,761.10","1,43,399.55","1,43,387.70","1,43,001.53","8,245","1,17,90,47,647.05","6,489"
"MRF","EQ","07-Feb-2024","1,43,387.70","1,44,385.00","1,44,827.55","1,42,532.00","1,43,181.35","1,42,996.80","1,43,719.97","7,534","1,08,27,86,272.90","5,856"
"MRF","EQ","08-Feb-2024","1,42,996.80","1,43,850.00","1,43,850.00","1,42,010.05","1,43,000.00","1,42,483.10","1,42,848.02","7,121","1,01,72,20,747.55","5,513"
